TYPE,DIST,LICNO,SS,ADR,INFO,EXPDATE,LPS_Id
TP,18,2713089536,No Record,"103 ROBINSON ROAD, CENTRAL, HONG KONG",,2018-03-31,0
TP,18,2713090345,No Record,"THE ROYAL COURT, 3 KENNEDY ROAD, CENTRAL, HONG KONG",,2018-03-31,0
TP,18,2713090585,No Record,"EREDINE, RBL & EXTENSION 587, 38 MOUNT KELLETT ROAD, THE PEAK, CENTRAL, HONG KONG",,2018-03-31,0
TP,18,2713091612,No Record,"CORONA TOWER, 91-93 CAINE ROAD, MID-LEVELS, CENTRAL, HONG KONG",,2018-03-31,0
TP,18,2713091913,No Record,"10-18 KENNEDY ROAD, CENTRAL, HONG KONG",,2018-03-31,0
TP,18,2713092262,No Record,"YWCA HEADQUARTERS, IL 8685, 1 MACDONNELL ROAD, CENTRAL, HONG KONG",,2018-03-31,0
TP,18,2713092721,No Record,"BIRCHWOOD PLACE, 96 MACDONNELL ROAD, CENTRAL, HONG KONG",,2018-03-31,0
TP,18,2713092882,No Record,"8 ROBINSON ROAD, CENTRAL, HONG KONG",,2018-03-31,0
TP,18,2713092998,No Record,"CONRAD INTERNATIONAL HONG KONG, PACIFIC PLACE, 88 QUEENSWAY, CENTRAL, HONG KONG",,2018-03-31,0
TP,18,2713094620,No Record,"EXCELSIOR COURT, 83 ROBINSON ROAD, CENTRAL, HONG KONG",,2018-03-31,0
TP,18,2713094912,No Record,"24/F (PTN) & 25/F (PTN), MANDARIN ORIENTAL HOTEL, CONNAUGHT ROAD CENTRAL, CENTRAL, HONG KONG",,2018-03-31,0
TP,18,2713095483,No Record,"LEVEL 8(PTN.), ISLAND SHANGRI-LA HOTEL, 88 QUEENSWAY, CENTRAL, HONG KONG",,2018-03-31,0
TP,18,2713100132,No Record,"9 BREWIN PATH, CENTRAL, HONG KONG",,2018-04-24,0
TP,18,2713100929,No Record,"ELEGANT TERRACE, 36 CONDUIT ROAD, CENTRAL, HONG KONG",,2018-06-06,0
TP,18,2713101287,No Record,"PODIUM FLOOR, YUKON COURT, IL3457 RP, 2-4 CONDUIT ROAD, CENTRAL, HONG KONG",,2018-07-09,0
TP,18,2713102208,No Record,"SCENECLIFF, IL 1545/1684, 33-35 CONDUIT ROAD, CENTRAL, HONG KONG",,2018-09-17,0
TP,18,2713104426,No Record,"REGENT ON THE PARK, 9A KENNEDY ROAD, CENTRAL, HONG KONG",,2018-03-31,0
TP,18,2713104523,No Record,"58A-58B CONDUIT ROAD, CENTRAL, HONG KONG",,2018-02-12,0
TP,18,2713104781,No Record,"2/F(PORTION) AND 3/F(PORTION), QUEEN'S GARDEN, 9 OLD PEAK ROAD, CENTRAL, HONG KONG",,2018-03-31,0
TP,18,2713104824,No Record,"BOWEN PLACE, 11A BOWEN ROAD, CENTRAL, HONG KONG",,2018-04-07,0
TP,18,2713105915,No Record,"CENTURY TOWER EXTENSION, 1 TREGUNTER PATH, CENTRAL, HONG KONG",,2018-06-23,0
TP,18,2713107799,No Record,"IL 8737, 11B BOWEN ROAD, CENTRAL, HONG KONG",,2018-11-16,0
TP,18,2713108136,No Record,"1/F & 2/F, ASIA PACIFIC FINANCE TOWER, CITIBANK PLAZA, 3 GARDEN ROAD, CENTRAL, HONG KONG",,2017-12-10,0
TP,18,2713110285,No Record,"3/F (PTN) & 4/F (PTN), 2 OLD PEAK ROAD, CENTRAL, HONG KONG",,2018-05-25,0
TP,18,2713110443,No Record,"POOL 2, BLOCK 3, LG1(PTN.) & G/F. (PTN.), DYNASTY COURT, 23 OLD PEAK ROAD, CENTRAL, HONG KONG",,2018-06-03,0
TP,18,2713110522,No Record,"LEVEL 5 & 6, 10 ROBINSON ROAD, CENTRAL, HONG KONG",,2018-06-14,0
TP,18,2713110531,No Record,"POOL 1, CLUB HOUSE, LG3(PTN) & LG2(PTN), DYNASTY COURT, 23 OLD PEAK ROAD, CENTRAL, HONG KONG",,2018-06-14,0
TP,18,2713111871,No Record,"20 CONDUIT ROAD, 37 ROBINSON ROAD, CENTRAL, HONG KONG",,2018-09-22,0
TP,18,2713114913,No Record,"46-54 CONDUIT ROAD, 75-75D ROBINSON ROAD, CENTRAL, HONG KONG",,2018-04-06,0
TP,18,2713115703,No Record,"FLOURISH COURT, 30 CONDUIT ROAD, CENTRAL, HONG KONG",,2018-05-22,0
TP,18,2713115989,No Record,"PODIUM(PTN.) & UG/F. (PTN.), CLOVELLY COURT PHASE I, 12 MAY ROAD, CENTRAL, HONG KONG",,2018-06-07,0
TP,18,2713117842,No Record,"L8, PODIUM HILLSBOROUGH COURT, 18-22 OLD PEAK ROAD, CENTRAL, HONG KONG",,2018-09-14,0
TP,18,2713118289,No Record,"60 ROBINSON ROAD, CENTRAL, HONG KONG",,2018-10-04,0
TP,18,2713121687,No Record,"22 CONDUIT ROAD, CENTRAL, HONG KONG",,2018-03-20,0
TP,18,2713123221,No Record,"3/F., PODIUM, GOLDWIN HEIGHTS, 2 SEYMOUR ROAD, MID-LEVELS, CENTRAL, HONG KONG",,2018-07-04,0
TP,18,2713123230,No Record,"G/F., ROBINSON PLACE, 70 ROBINSON ROAD, CENTRAL, HONG KONG",,2018-07-06,0
TP,18,2713127861,No Record,"4-6 ROBINSON ROAD, CENTRAL, HONG KONG",,2018-03-25,0
TP,18,2713128086,No Record,"14-36 BRIDGES STREET, CENTRAL, HONG KONG",,2018-04-23,0
TP,18,2713128749,No Record,"1/F., 1,5-7,7A-7D, SEYMOUR ROAD, CENTRAL, HONG KONG",,2018-05-28,0
TP,18,2713128758,No Record,"6, 8, 10A & 10B, CONDUIT ROAD, CENTRAL, HONG KONG",,2018-05-28,0
TP,18,2713129380,No Record,"THE JEWISH COMMUNITY CENTRE, ONE ROBINSON PLACE, 70 ROBINSON ROAD, CENTRAL, HONG KONG",,2018-07-01,0
TP,18,2713129399,No Record,"42 CONDUIT ROAD, CENTRAL, HONG KONG",,2018-06-27,0
TP,18,2713129751,No Record,"56-58 CONDUIT ROAD, CENTRAL, HONG KONG",,2018-07-23,0
TP,18,2713132724,No Record,"62 CONDUIT ROAD, CENTRAL, HONG KONG",,2018-11-19,0
TP,18,2713143366,No Record,"3/F., PODIUM OF THE HARBOURVIEW, 11 MAGAZINE GAP ROAD, MID-LEVELS, CENTRAL, HONG KONG",,2018-02-10,0
TP,18,2713144226,No Record,"I.L. 8410, 1 MAY ROAD, CENTRAL, HONG KONG",,2018-03-15,0
TP,18,2713146727,No Record,"LG2 LEVEL, 6 BORRETT ROAD, MID-LEVELS, CENTRAL, HONG KONG",,2018-05-25,0
TP,18,2713147517,No Record,"G/F., CLUBHOUSE, 35-37 PLANTATION ROAD, THE PEAK, CENTRAL, HONG KONG",,2018-06-18,0
TP,18,2713147854,No Record,"11 MAY ROAD, MID-LEVELS, CENTRAL, HONG KONG",,2018-07-02,0
TP,18,2713158681,No Record,"7/F., FAIRLANE TOWER, 2B BOWEN ROAD, CENTRAL, HONG KONG",,2018-05-07,0
TP,18,2713168576,No Record,"7/F, 10A-12 TREGUNTER PATH, MID-LEVELS, CENTRAL, HONG KONG",,2017-12-15,0
TP,18,2713179613,No Record,"STRAWBERRY HILL SWIMMING POOL PODIUM LEVEL, 36 PLANTATION ROAD, 8 PLUNKETT'S ROAD, CENTRAL, HONG KONG",,2018-10-10,0
TP,18,2713185755,No Record,"6A BOWEN ROAD, CENTRAL, HONG KONG",,2018-02-11,0
TP,18,2713185764,No Record,"PODIUM FLOOR, 46 CAINE ROAD, CENTRAL, HONG KONG",,2018-02-11,0
TP,18,2713188268,No Record,"1/F.(PTN.), BELLA VISTA, 2-4B YING FAI TERRACE, CENTRAL, HONG KONG",,2018-05-14,0
TP,18,2713193714,No Record,"PORTION OF 4/F & 5/F., 3 SEYMOUR ROAD, CENTRAL, HONG KONG",,2018-10-30,0
TP,18,2713197035,No Record,"8/F & 9/F, 80 ROBINSON ROAD, CENTRAL, HONG KONG",,2018-02-04,0
TP,18,2713198825,No Record,"1/F., THE REDNAXELA, 1 REDNAXELA TERRACE, CENTRAL, HONG KONG",,2018-03-25,0
TP,18,2713201268,No Record,"1/F.(PTN.), CASA BELLA, 117 CAINE ROAD, MID-LEVELS, CENTRAL, HONG KONG",,2018-06-12,0
TP,18,2713205190,No Record,"8/F.(PTN.) & 9/F.(PTN.), 2 BOWEN ROAD, CENTRAL, HONG KONG",,2018-10-28,0
TP,18,2713209970,No Record,"UG/F., LA HACIENDA, 29 MOUNT KELLETT ROAD, CENTRAL, HONG KONG",,2018-02-19,0
TP,18,2713212022,No Record,"UG/F.(PTN.), LEVEL BETWEEN UG/F. & LG/F.(PTN.), 8 MOUNT AUSTIN ROAD, CENTRAL, HONG KONG",,2018-05-14,0
TP,18,2713212235,No Record,"WEALTHY HEIGHTS, 35-37 MACDONNELL ROAD, CENTRAL, HONG KONG",,2018-05-13,0
TP,18,2713227383,No Record,"10/F. (PTN.) & 11/F. (PTN.), BRANKSOME CREST, 3A TREGUNTER PATH, CENTRAL, HONG KONG",,2018-09-01,0
TP,18,2714020716,No Record,"CHINESE Y.M.C.A, 51 BRIDGES STREET, WESTERN, HONG KONG",,2018-03-31,0
TP,18,2714020813,No Record,"SPORTS CENTRE OF UNIVERSITY OF H.K., HONG KONG",,2018-03-31,0
TP,18,2714020886,No Record,"ST. PAUL'S COLLEGE, 69 BONHAM ROAD, SAI YING PUN, WESTERN, HONG KONG",,2018-03-31,0
TP,18,2714066082,No Record,"4/F, VILLA VENETO, 3 KOTEWALL ROAD, WESTERN, HONG KONG",,2018-03-31,0
TP,18,2714067696,No Record,"G/F AND BASEMENT 1, 5 HATTON ROAD, WESTERN, HONG KONG",,2018-03-31,0
TP,18,2714087069,No Record,"PODIUM ROOF, EUSTON COURT, 6 PARK ROAD, SAI YING PUN, WESTERN, HONG KONG",,2018-03-31,0
TP,18,2714090528,No Record,"ACADEMIC TERRACE, 101 POKFULAM ROAD, KENNEDY TOWN, WESTERN, HONG KONG",,2018-03-31,0
TP,18,2714091433,No Record,"SCENIC GARDEN, 9 KOTEWALL ROAD, SAI YING PUN, WESTERN, HONG KONG",,2018-03-31,0
TP,18,2714096191,No Record,"1A PO SHAN ROAD, SAI YING PUN, WESTERN, HONG KONG",,2018-03-31,0
TP,18,2714096207,No Record,"2A MOUNT DAVIS ROAD, POKFULAM, WESTERN, HONG KONG",,2018-03-31,0
TP,18,2714103156,No Record,"HAMILTON COURT, 8 PO SHAN ROAD, WESTERN, HONG KONG",,2017-12-03,0
TP,18,2714105921,No Record,"SERENE COURT, 8 KOTEWALL ROAD, SAI YING PUN, WESTERN, HONG KONG",,2018-06-22,0
TP,18,2714108258,No Record,"RICH VIEW TERRACE, 26 SQUARE STREET, SHEUNG WAN, WESTERN, HONG KONG",,2017-12-27,0
TP,18,2714111267,No Record,"PODIUM LEVEL (PORTION)AND SWIMMING POOL LEVEL (PORTION), LYTTELTON TERRACE, 29 LYTTELTON ROAD, WESTERN, HONG KONG",,2018-08-10,0
TP,18,2714115995,No Record,"1 SANDS STREET, 2 CATCHICK STREET  &, 21 NORTH STREET, WESTERN, HONG KONG",,2018-06-06,0
TP,18,2714116004,No Record,"G/F, 2 HATTON ROAD, WESTERN, HONG KONG",,2018-06-07,0
TP,18,2714121693,No Record,"PODIUM FLOOR (PTN), KWONG FUNG TERRACE, 163 THIRD STREET, WESTERN, HONG KONG",,2018-03-20,0
TP,18,2714124027,No Record,"5/F, 363 DES VOEUX ROAD WEST, WESTERN, HONG KONG",,2018-08-06,0
TP,18,2714136981,No Record,"26 KENNEDY TOWN PRAYA, WESTERN, HONG KONG",,2018-06-10,0
TP,18,2714137531,No Record,"3/F, PODIUM, UNIVERSITY HEIGHTS, 23 POKFIELD ROAD, WESTERN, HONG KONG",,2018-07-14,0
TP,18,2714137540,No Record,"PODIUM FLOOR, 48 LYTTELTON ROAD, WESTERN, HONG KONG",,2018-07-14,0
TP,18,2714140142,No Record,"5/F, YING PIU MANSION, 1-3 BREEZY PATH, MID-LEVELS, WESTERN, HONG KONG",,2018-10-19,0
TP,18,2714159663,No Record,"PART OF PODIUM FLOOR, 152 CONNAUGHT ROAD WEST, WESTERN, HONG KONG",,2018-06-14,0
TP,18,2714163514,No Record,"ROOF, 508 QUEEN'S ROAD WEST, WESTERN, HONG KONG",,2018-09-27,0
TP,18,2714168962,No Record,"YICK FUNG GARDEN, 20-21 KENNEDY TOWN PRAYA, KENNEDY TOWN, WESTERN, HONG KONG",,2017-12-16,0
TP,18,2714176134,No Record,"1/F, GLORY HEIGHTS, 52 LYTTELTON ROAD, MID-LEVEL, WESTERN, HONG KONG",,2018-07-13,0
TP,18,2714184643,No Record,"LG3, THE BELLEVUE PLACE, 6-8 U LAM TERRACE, MID-LEVELS, WESTERN, HONG KONG",,2018-01-09,0
TP,18,2714191034,No Record,"PODIUM LEVEL 10, THE BELCHER'S, 89 POK FU LAM ROAD, WESTERN, HONG KONG",,2018-08-09,0
TP,18,2714205647,No Record,"1/F.,(PORTION) & 2/F (PORTION), 1 PO SHAN ROAD, WESTERN, HONG KONG",,2017-11-06,0
TP,18,2714211451,No Record,"3/F, MANHATTAN HEIGHTS, 28 NEW PRAYA, KENNEDY TOWN, WESTERN, HONG KONG",,2018-04-21,0
TP,18,2714216438,No Record,"I.L.59 BREEZY TERRACE, PARKWAY COURT, 4 PARK ROAD, MIDLEVEL, WESTERN, HONG KONG",,2018-10-07,0
TP,18,2714220158,No Record,"1/F, SKYVIEW CLIFF, 49 CONDUIT ROAD, WESTERN, HONG KONG",,2017-12-10,0
TP,18,2714222738,No Record,"1/F, I.L 1249 & 931, BEAUTY COURT, 82A-82B ROBINSON ROAD, MID-LEVEL, WESTERN, HONG KONG",,2018-03-18,0
TP,18,2714223209,No Record,"G/F(PORT.)& 1/F(PORT.), 5 ST.STEPHEN'S LANE, WESTERN, HONG KONG",,2018-04-18,0
TP,18,2714225977,No Record,"1/F (PORTION), 68-82 KO SHING STREET, SHEUNG WAN, WESTERN, HONG KONG",,2018-07-20,0
TP,18,2714230201,No Record,"NING YEUNG TERRACE, 78 BONHAM ROAD, SAI YING PUN, WESTERN, HONG KONG",,2017-12-08,0
TP,18,2718800015,No Record,"2/F (PORTION) AND 3/F (PORTION), NO. 2 PARK ROAD, HONG KONG",,2018-07-31,0
TP,18,2718800024,No Record,"G/F PORTION AND LG1/F PORTION, 11 BONHAM ROAD, HONG KONG",,2018-08-19,0
TP,18,2718800033,No Record,"57/F (PORTION) AND 59/F (PORTION), FOUR SEASONS PLACE HONG KONG, 8 FINANCE STREET, CENTRAL, HONG KONG",,2018-09-04,0
TP,18,2718800042,No Record,"PODIUM LEVEL 5 (PORTION) ANDPODIUM LEVEL 6 (PORTION), FOUR SEASONS HOTEL HONG KONG, 8 FINANCE STREET, CENTRAL, HONG KONG",,2018-09-20,0
TP,18,2718800060,No Record,"2/F (PORTION) & 3/F (PORTION), CHERRY CREST, 2-7 KUI IN FONG, HONG KONG",,2018-02-23,0
TP,18,2718800088,No Record,"5/F (PORTION) & 6/F (PORTION), CLUB HOUSE, BLOCK 1 & 2, THE MERTON, NO. 38 KENNEDY TOWN NEW PRAYA, KENNEDY TOWN, HONG KONG",,2018-05-02,0
TP,18,2718800097,No Record,"PODIUM LEVEL, 18 PARK ROAD, MID-LEVELS, WESTERN, HONG KONG",,2018-07-05,0
TP,18,2718800103,No Record,"NO. 8, 12 & 16 SEVERN ROAD, THE PEAK RBL 1148, HONG KONG",,2018-09-18,0
TP,18,2718800112,No Record,"5/F.(PORTION), THE LANDMARK EAST, 15 QUEEN'S ROAD CENTRAL, HONG KONG",,2017-12-28,0
TP,18,2718800121,No Record,"3/F MINOR PORTION AND 5/F MINOR PORTION AT CENTRESTAGE, 108 HOLLYWOOD ROAD AND 1-17 BRIDGES STREET, HONG KONG",,2018-02-28,0
TP,18,2718800130,No Record,"PODIUM FLOOR, VILLAS SORRENTO, 64 MOUNT DAVIS ROAD, HONG KONG",,2018-05-10,0
TP,18,2718800149,No Record,"2/F (PORTION) & 3/F (PORTION) MOUNT DAVIS 33, 33 KA WAI MAN ROAD, KENNEDY TOWN, HONG KONG",,2018-07-24,0
TP,18,2718800167,No Record,"G/F., WOODLAND COURT, 1 WOODLANDS TERRACE, CASTLE LANE, CENTRAL, HONG KONG",,2018-05-25,0
TP,18,2718800176,No Record,"5/F (PORTION) & 6/F (PORTION), 31 ROBINSON ROAD, NO. 31 ROBINSON ROAD, HONG KONG",,2018-04-21,0
TP,18,2718800194,No Record,"LEVEL 2 (PORTION) & LEVEL 3 (PORTION ), 1 WO FUNG STREET, SHEUNG WAN, HONG KONG",,2018-10-04,0
TP,18,2718800200,No Record,"LG5/F (PORTION), LG1/F (PORTION) & 1/F (PORTION), THE SAIL AT VICTORIA, 86 VICTORIA ROAD, KENNEDY TOWN, HONG KONG",,2017-11-23,0
TP,18,2718800219,No Record,"6/F (PORTION) & 7/F (PORTION), 39 CONDUIT ROAD, NO. 39, CONDUIT ROAD, MID-LEVELS, HONG KONG",,2018-03-15,0
TP,18,2718800228,No Record,"6/F (PORTION) & 5/F (PORTION), ISLAND CREST, 8 FIRST STREET, SAI YING PUN, HONG KONG",,2018-05-03,0
TP,18,2718800246,No Record,"3/F (PORTION) & 5/F (PORTION), CONDUIT 18, 18 CONDUIT ROAD, HONG KONG",,2017-11-23,0
TP,18,2718800255,No Record,"PORTION OF G/F, PORTION OF 6/F AND PORTION OF 7/F, NO. 38 CONDUIT ROAD, HONG KONG",,2018-02-10,0
TP,18,2718800264,No Record,"2/F (PORTION) & 3/F (PORTION), BELCHER'S HILL, NO. 9 ROCK HILL STREET, KENNEDY TOWN, HONG KONG",,2018-08-31,0
TP,18,2718800291,No Record,"38/F (PORTION) & 37/F (PORTION), BEST WESTERN HOTEL HARBOUR VIEW, 239 QUEEN'S ROAD WEST, WESTERN, HONG KONG",,2018-08-20,0
TP,18,2718800307,No Record,"G/F (PORTION) & P/F (PORTION), SEYMOUR, 9 SEYMOUR ROAD, HONG KONG",,2018-10-24,0
TP,18,2718800316,No Record,"7/F (PORTION) & 8/F (PORTION), NO. 458 DES VOEUX ROAD WEST, SAI WAN, HONG KONG",,2018-01-08,0
TP,18,2718800325,No Record,"5/F (PORTION) AND 3/F (PORTION), AZURA, 2A SEYMOUR ROAD, MID-LEVELS WEST, HONG KONG",,2018-02-25,0
TP,18,2718800334,No Record,"3/F (PORTION) & 2/F (PORTION), 38-44 CAINE ROAD, CENTRAL, HONG KONG",,2018-04-14,0
TP,18,2718800343,soho189,"1/F PORTION AND 2/F PORTION, SOHO189, 189 QUEEN'S ROAD WEST, SHEUNG WAN, HONG KONG",,2018-08-25,0
TP,18,2718800352,No Record,"PORTION OF 5/F & PORTION OF 6/F, ARGENTA, 63 SEYMOUR ROAD, MID-LEVEL WEST, HONG KONG",,2018-01-09,0
TP,18,2718800361,No Record,"3/F (PORTION) AND 5/F (PORTION), 23 HING HON ROAD, SAI YING PUN, HONG KONG",,2018-03-24,0
TP,18,2718800370,No Record,"1/F(PORTION) AND 2/F(PORTION), ALTRO, NOS. 116-118 SECOND STREET, SAI YING PUN, HONG KONG",,2018-08-24,0
TP,18,2718800389,No Record,"5/F (PORTION), 6/F (PORTION) & 7/F (PORTION) OF LOWER BUILDING, GERMAN SWISS INTERNATIONAL SCHOOL, 22 GUILDFORD ROAD, THE PEAK, HONG KONG",,2018-10-19,0
TP,18,2718800404,No Record,"2/F (PORTION) AND  3/F (PORTION), LEXINGTON HILL, 46 BELCHER'S STREET, KENNEDY TOWN, HONG KONG",,2018-01-15,0
TP,18,2718800413,No Record,"G/F (PORTION), L/G1 (PORTION) AND L/G2 (PORTION), KENNEDY PARK AT CENTRAL OF 4 KENNEDY ROAD, CENTRAL MID-LEVELS, HONG KONG",,2018-05-06,0
TP,18,2718800422,No Record,"G/F (PORTION) & LG/F (PORTION), NO. 1 & 2 CORONATION TERRACE, HONG KONG",,2018-08-12,0
TP,18,2718800431,No Record,"2/F (PORTION) & 3/F (PORTION), 53 CONDUIT ROAD, MID-LEVELS, I.L. 2138 R.P., HONG KONG",,2018-05-02,0
TP,18,2718800440,No Record,"3/F (PORTION) & 5/F (PORTION), CADOGAN, NO. 37A CADOGAN STREET, HONG KONG",,2018-05-16,0
TP,18,2718800459,(No Record Found),"2/F (PORTION), IMPERIAL KENNEDY, 68 BELCHER'S STREET, KENNEDY TOWN, HONG KONG",,2018-08-21,0
TP,18,2718800468,(No Record Found),"2/F. (PORTION) & 3/F. (PORTION), UPTON, 180 CONNAUGHT ROAD WEST, SAI YING PUN, HONG KONG",,2018-08-28,0
TP,18,2718800477,No Record,"1/F(PORTION) & 2/F(PORTION), THE MET. SUBLIME, 1 KWAI HEUNG STREET, SAI YING PUN, HONG KONG",,2018-04-11,0
TP,18,2718800486,No Record,"3/F (PORTION) & 2/F (PORTION), 1 SOUTH LANE, KENNEDY TOWN, HONG KONG",,2018-05-01,0
TP,18,2718800495,No Record,"R/F (PORTION), U36/F (PORTION) AND 36/F (PORTION), THE NOVA, NO. 88 THIRD STREET, SAI YING PUN, HONG KONG",,2018-05-21,0
TP,18,2718800501,No Record,"1/F (PORTION),  2/F (PORTION) AND 3/F (PORTION) , THE MORGAN,  31 CONDUIT ROAD, MID-LEVEL, HONG KONG",,2018-08-01,0
TP,18,2718800510,No Record,"PORTION OF 2/F AND PORTION OF 3/F, BOHEMIAN HOUSE, 321 DES VOEUX ROAD WEST, HONG KONG",,2018-08-07,0
TP,18,2718800529,"Perfect World Co., Ltd.","2/F (PORTION) & 3/F (PORTION), NO. 55 CONDUIT ROAD, HONG KONG",,2018-08-10,0
TP,18,2718800538,No Record,"1/F (PORTION) & 2/F (PORTIONS), 90-100 HILL ROAD, SHEK TONG TSUI, HONG KONG",,2018-09-03,0
TP,18,2718800547,No Record,"G/F (PORTION) & 3/F (PORTION), KENSINGTON HILL, 98 HIGH STREET, SAI YING PUN, HONG KONG",,2018-09-25,0
TP,52,2752023263,No Record,"KIL 6737, DIOCESAN BOY'S SCHOOL, ARGYLE ST., KLN.TONG, KOWLOON CITY, KOWLOON",,2018-03-31,0
TP,52,2752023351,No Record,"NEW METHOD COLLEGE, 25 MAN FOOK ROAD, HOMANTIN, KOWLOON CITY, KOWLOON",,2018-03-31,0
TP,52,2752023430,No Record,"KING GEORGE V SCHOOL, TIN KWONG RD, TOKWAWAN, KOWLOON CITY, KOWLOON",,2018-03-31,0
TP,52,2752023494,No Record,"KIL 6272 & 3394, HEEP YUNN SCHOOL, TIN KWONG ROAD, TOKWAWAN, KOWLOON CITY, KOWLOON",,2018-03-31,0
TP,52,2752096755,No Record,"PERTH GARDEN, 5-9 PERTH ST., HOMANTIN, KOWLOON CITY, KOWLOON",,2018-03-31,0
TP,52,2752123396,No Record,"SUNDERLAND ESTATE, 1 HEREFORD ROAD, KOWLOON CITY, KOWLOON",,2018-03-31,0
TP,52,2752125718,No Record,"10A CAMBRIDGE RD., KOWLOON TONG, KOWLOON CITY, KOWLOON",,2018-03-31,0
TP,52,2752126933,No Record,"NKIL 1419, MARYKNOLL CONVENT SCHOOL, WATERLOO RD., KLN.TONG, KOWLOON CITY, KOWLOON",,2018-03-31,0
TP,52,2752136068,No Record,"ROOM 1, BASEMENT 1, PODIUM FLOOR, 11 HOMANTIN HILL, 13 HOMANTIN HILL, 15A HOMANTIN HILL, KOWLOON CITY, KOWLOON",,2018-03-31,0
TP,52,2752144692,No Record,"GREENFIELD TERRACE, 26 HOMANTIN HILL ROAD, HOMANTIN, KOWLOON CITY, KOWLOON",,2018-03-31,0
TP,52,2752152208,No Record,"G/F (PORTION), 94-96 WATERLOO ROAD, HOMANTIN, KOWLOON CITY, KOWLOON",,2018-03-31,0
TP,52,2752154152,No Record,"UPPER ROOF, 75 WATERLOO ROAD, KOWLOON",,2018-03-31,0
TP,52,2752154985,No Record,"THE WHAMPOA CLUB, 4/F (PTN) & 4/F, MEZZANINE (PTN), WHAMPOA PLAZA, WHAMPOA GARDEN, KOWLOON CITY, KOWLOON",,2018-03-31,0
TP,52,2752155456,No Record,"LEVEL O (PTN) & LEVEL 1  (PTN), HK BAPTIST UNIVERSITY SPORT CENTRE, NKIL 5921 KAM SHING ROAD, KOWLOON CITY, KOWLOON",,2018-03-31,0
TP,52,2752156671,No Record,"FAIRWAY GARDEN, 3-7 LIBERTY AVENUE, HOMANTIN, KOWLOON CITY, KOWLOON",,2018-03-31,0
TP,52,2752156680,No Record,"G/F (PORTION), 8 FORFAR ROAD, KOWLOON CITY, KOWLOON",,2018-03-31,0
TP,52,2752161747,No Record,"LA SALLE COLLEGE, 18 LA SALLE ROAD, KOWLOON TONG, KOWLOON CITY, KOWLOON",,2018-03-31,0
TP,52,2752163284,No Record,"278 PRINCE EDWARD RD.WEST, KOWLOON CITY, KOWLOON",,2018-06-10,0
TP,52,2752163938,No Record,"B2, SITE 6 WHAMPOA GARDEN, 10 SHUNG KING ST, HUNGHOM, KOWLOON CITY, KOWLOON",,2018-07-24,0
TP,52,2752168447,No Record,"MOUNTAIN COURT, 5 HOMANTIN HILL ROAD, HOMANTIN, KOWLOON CITY, KOWLOON",,2018-03-22,0
TP,52,2752170338,No Record,"KIL 10972, 194-200 ARGYLE STREET, KOWLOON CITY, KOWLOON",,2018-07-06,0
TP,52,2752181864,No Record,"GRANDVIEW GARDEN, 71 PAU CHUNG STREET, KOWLOON CITY, KOWLOON",,2018-04-24,0
TP,52,2752190446,No Record,"UPPER PART OF 1/F & WHOLE FLOOR OF 2/F, THE ASTRID, 180 ARGYLE STREET, KOWLOON CITY, KOWLOON",,2018-10-10,0
TP,52,2752192707,No Record,"ROOF DECK, 20 TAK FUNG STREET, KOWLOON CITY, KOWLOON",,2018-03-07,0
TP,52,2752194509,No Record,"PORTION OF 1/F & PORTION OF 2/F, BAILEY GARDEN, 23 BAILEY STREET, HUNGHOM, KOWLOON CITY, KOWLOON",,2018-06-12,0
TP,52,2752194642,No Record,"G/F, LIMITED REAR SIDE, PARC REGAL, 19 HOMANTIN HILL ROAD, HOMANTIN, KOWLOON CITY, KOWLOON",,2018-06-25,0
TP,52,2752203117,No Record,"UPPER G/F(REAR PTN) & LOWER G/F(REARPTN), 3 HOMANTIN HILL RD., KOWLOON CITY, KOWLOON",,2018-10-02,0
TP,52,2752203241,No Record,"KOWLOON TONG CLUB NKIL NO 5989, 113A WATERLOO ROAD, KOWLOON CITY, KOWLOON",,2018-10-13,0
TP,52,2752215743,No Record,"3/F, HORA PLACE, 209 MA TAU WAI RD, TOKWAWAN, KOWLOON CITY, KOWLOON",,2018-01-03,0
TP,52,2752218636,No Record,"PHASE II, PUI CHING PRIMARY SCHOOL, 80 WATERLOO ROAD, KOWLOON CITY, KOWLOON",,2018-03-09,0
TP,52,2752219833,No Record,"MAJESTIC PARK KIL 11044, 11 FARM ROAD, KOWLOON CITY, KOWLOON",,2018-04-06,0
TP,52,2752227528,No Record,"3/F, DRAGON VIEW, 83 CHUNG HAU STREET, HOMANTIN, KOWLOON CITY, KOWLOON",,2017-10-31,0
TP,52,2752231673,No Record,"70-82 MA TAU WAI ROAD, TOKWAWAN, KOWLOON CITY, KOWLOON",,2018-01-27,0
TP,52,2752247070,No Record,"LEVEL 1 & B1/F(PTN), LAGUNA VERDE CLUB, 8 LAGUNA VERDE AVENUE, HUNGHOM, KOWLOON CITY, KOWLOON",,2018-02-13,0
TP,52,2752249094,No Record,"5/F(PTN) & 6/F(MAJOR PTN) ELLERY TERRACE KIL 11091, 38 GOOD SHEPHERD ST, KOWLOON CITY, KOWLOON",,2018-04-05,0
